genome_fasta,cluster,super_cluster,rep_cluster,rep_genome,dataset,bai_gene_cluster
ERR1190592_bin.60.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190595_bin.9.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190628_bin.26.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190654_bin.12.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190657_bin.4.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190810_bin.7.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190820_bin.6.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190823_bin.59.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190831_bin.13.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190832_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190837_bin.70.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190844_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190849_bin.3.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190850_bin.33.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190853_bin.10.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190854_bin.1.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190859_bin.51.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190861_bin.21.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190873_bin.40.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190874_bin.24.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190875_bin.11.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190885_bin.56.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190887_bin.32.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190888_bin.26.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190893_bin.16.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190895_bin.75.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190896_bin.89.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190897_bin.76.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190899_bin.48.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190900_bin.80.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190925_bin.45.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190926_bin.73.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190933_bin.10.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190936_bin.22.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190944_bin.13.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190947_bin.18.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190948_bin.21.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190960_bin.29.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1190967_bin.1.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1293867_bin.25.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1293869_bin.24.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297638_bin.24.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297640_bin.10.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297652_bin.13.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297663_bin.19.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297667_bin.12.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297689_bin.12.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297696_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297697_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297702_bin.3.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297716_bin.14.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297719_bin.5.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297723_bin.18.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297729_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297730_bin.1.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297732_bin.2.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297733_bin.5.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297742_bin.30.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297743_bin.11.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297745_bin.1.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297747_bin.19.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297748_bin.14.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297751_bin.1.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297753_bin.3.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297754_bin.12.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297758_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297759_bin.17.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297766_bin.4.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297771_bin.29.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297783_bin.3.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297792_bin.2.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297819_bin.10.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297820_bin.18.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297829_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297838_bin.20.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297839_bin.17.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1297841_bin.4.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1305877_bin.11.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1305878_bin.14.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1305887_bin.36.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1305888_bin.25.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1305895_bin.90.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1305896_bin.78.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1578619_bin.25.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1578643_bin.88.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1578646_bin.32.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1578650_bin.66.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1578679_bin.22.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620256_bin.53.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620280_bin.52.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620323_bin.62.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620325_bin.89.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620337_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620338_bin.50.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620339_bin.19.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620342_bin.63.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620343_bin.64.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620355_bin.33.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620362_bin.7.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1620364_bin.60.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1912967_bin.22.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1912968_bin.28.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1912969_bin.17.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1912970_bin.31.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1912985_bin.27.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1912987_bin.48.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1912994_bin.12.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1912996_bin.25.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR1953522_bin.105.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR2013621_bin.1.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR2013639_bin.10.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR209550_bin.8.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR321080_bin.2.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR414230_bin.62.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR414243_bin.24.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR414256_bin.36.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR525753_bin.20.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR589501_bin.19.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR589504_bin.28.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR589507_bin.29.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR589509_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR589576_bin.43.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR589578_bin.59.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR636353_bin.84.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR688520_bin.4.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR688533_bin.64.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ERR911960_bin.4.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR1761689_bin.31.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR1761691_bin.10.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR1761697_bin.38.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2155182_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2155311_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2155314_bin.24.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2155332_bin.8.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2155350_bin.8.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2155352_bin.17.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2155380_bin.17.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2155394_bin.17.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2912776_bin.3.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2912796_bin.28.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2912799_bin.16.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2912806_bin.36.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2912811_bin.17.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2992882_bin.59.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2992884_bin.40.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2992886_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2992887_bin.44.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2992891_bin.14.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2992894_bin.50.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2992895_bin.17.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR2992897_bin.97.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR341658_bin.38.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR341671_bin.24.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3736985_bin.47.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3736988_bin.27.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3736989_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3736990_bin.20.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3736993_bin.3.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3737004_bin.3.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3737005_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3737006_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3737014_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3737021_bin.45.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3737028_bin.26.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3917688_bin.38.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3917692_bin.11.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3917693_bin.21.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3992959_bin.9.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3992982_bin.46.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3992994_bin.4.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3993004_bin.30.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3993028_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3993029_bin.27.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR3993030_bin.38.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4033063_bin.87.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4481738_bin.86.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4481774_bin.104.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783393_bin.77.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783415_bin.27.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783426_bin.12.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783438_bin.49.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783440_bin.40.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783445_bin.83.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783461_bin.80.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783488_bin.25.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783504_bin.44.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783506_bin.85.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783510_bin.28.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783512_bin.29.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783522_bin.15.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783560_bin.53.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783567_bin.48.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783574_bin.76.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783596_bin.69.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783612_bin.24.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783629_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR4783647_bin.23.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5032288_bin.9.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5032340_bin.28.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056646_bin.39.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056648_bin.21.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056681_bin.7.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056689_bin.8.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056748_bin.73.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056756_bin.65.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056761_bin.81.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056775_bin.50.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056797_bin.59.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056818_bin.101.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056837_bin.52.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056860_bin.31.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056893_bin.45.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056898_bin.85.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056944_bin.65.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056946_bin.68.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5056980_bin.53.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5057015_bin.91.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
SRR5057037_bin.113.fa,Almeida_1,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
